dteday,hr,instant,casual,registered,cnt,interpolated
2011-11-23,16,7841,4,169,173,False
2011-11-23,17,7842,7,156,163,False
2011-11-23,18,7843,7,138,145,False
2011-11-23,19,7844,6,116,122,False
2011-11-23,20,7845,1,67,68,False
2011-11-23,21,7846,0,66,66,False
2011-11-23,22,7847,3,59,62,False
2011-11-23,23,7848,4,47,51,False
2011-11-24,0,7849,1,22,23,False
2011-11-24,1,7850,1,23,24,False
2011-11-24,2,7851,3,19,22,False
2011-11-24,3,7852,1,4,5,False
2011-11-24,4,7853,1,1,2,False
2011-11-24,5,7854,1,10,11,False
2011-11-24,6,7855,1,5,6,False
2011-11-24,7,7856,9,31,40,False
2011-11-24,8,7857,4,42,46,False
2011-11-24,9,7858,13,68,81,False
2011-11-24,10,7859,34,64,98,False
2011-11-24,11,7860,52,90,142,False
2011-11-24,12,7861,62,88,150,False
2011-11-24,13,7862,84,91,175,False
2011-11-24,14,7863,74,94,168,False
2011-11-24,15,7864,78,71,149,False
2011-11-24,16,7865,48,66,114,False
2011-11-24,17,7866,34,40,74,False
2011-11-24,18,7867,13,24,37,False
2011-11-24,19,7868,15,13,28,False
2011-11-24,20,7869,14,17,31,False
2011-11-24,21,7870,7,19,26,False
2011-11-24,22,7871,8,14,22,False
2011-11-24,23,7872,2,19,21,False
2011-11-25,0,7873,7,22,29,False
2011-11-25,1,7874,2,12,14,False
2011-11-25,2,7875,4,6,10,False
2011-11-25,3,7876,0,2,2,False
2011-11-25,4,7877,4,3,7,False
2011-11-25,5,7878,2,3,5,False
2011-11-25,6,7879,4,9,13,False
2011-11-25,7,7880,4,31,35,False
2011-11-25,8,7881,6,68,74,False
2011-11-25,9,7882,25,70,95,False
2011-11-25,10,7883,60,82,142,False
2011-11-25,11,7884,99,127,226,False
2011-11-25,12,7885,126,146,272,False
2011-11-25,13,7886,143,140,283,False
2011-11-25,14,7887,122,150,272,False
2011-11-25,15,7888,165,145,310,False
2011-11-25,16,7889,122,139,261,False
2011-11-25,17,7890,57,127,184,False
2011-11-25,18,7891,45,108,153,False
2011-11-25,19,7892,38,96,134,False
2011-11-25,20,7893,19,76,95,False
2011-11-25,21,7894,24,61,85,False
2011-11-25,22,7895,12,46,58,False
2011-11-25,23,7896,5,28,33,False
2011-11-26,0,7897,9,38,47,False
2011-11-26,1,7898,5,24,29,False
2011-11-26,2,7899,3,20,23,False
2011-11-26,3,7900,8,9,17,False
2011-11-26,4,7901,0,4,4,False
2011-11-26,5,7902,0,3,3,False
2011-11-26,6,7903,2,8,10,False
2011-11-26,7,7904,4,13,17,False
2011-11-26,8,7905,10,50,60,False
2011-11-26,9,7906,16,67,83,False
2011-11-26,10,7907,57,84,141,False
2011-11-26,11,7908,107,123,230,False
2011-11-26,12,7909,137,172,309,False
2011-11-26,13,7910,177,148,325,False
2011-11-26,14,7911,141,158,299,False
2011-11-26,15,7912,154,160,314,False
2011-11-26,16,7913,137,138,275,False
2011-11-26,17,7914,62,122,184,False
2011-11-26,18,7915,67,118,185,False
2011-11-26,19,7916,46,100,146,False
2011-11-26,20,7917,55,86,141,False
2011-11-26,21,7918,20,72,92,False
2011-11-26,22,7919,14,51,65,False
2011-11-26,23,7920,18,51,69,False
2011-11-27,0,7921,7,39,46,False
2011-11-27,1,7922,9,35,44,False
2011-11-27,2,7923,9,22,31,False
2011-11-27,3,7924,9,8,17,False
2011-11-27,4,7925,0,4,4,False
2011-11-27,5,7926,0,5,5,False
2011-11-27,6,7927,0,9,9,False
2011-11-27,7,7928,12,11,23,False
2011-11-27,8,7929,6,36,42,False
2011-11-27,9,7930,21,90,111,False
2011-11-27,10,7931,58,131,189,False
2011-11-27,11,7932,83,157,240,False
2011-11-27,12,7933,63,193,256,False
2011-11-27,13,7934,97,216,313,False
2011-11-27,14,7935,113,200,313,False
2011-11-27,15,7936,96,221,317,False
2011-11-27,16,7937,94,229,323,False
2011-11-27,17,7938,37,167,204,False
2011-11-27,18,7939,25,130,155,False
2011-11-27,19,7940,30,109,139,False
2011-11-27,20,7941,10,94,104,False
2011-11-27,21,7942,13,75,88,False
2011-11-27,22,7943,13,53,66,False
2011-11-27,23,7944,5,27,32,False
2011-11-28,0,7945,6,10,16,False
2011-11-28,1,7946,1,12,13,False
2011-11-28,2,7947,5,18,23,True
2011-11-28,3,7948,1,4,5,False
2011-11-28,4,7949,0,4,4,False
2011-11-28,5,7950,0,34,34,False
2011-11-28,6,7951,6,98,104,False
2011-11-28,7,7952,7,270,277,False
2011-11-28,8,7953,13,394,407,False
2011-11-28,9,7954,17,191,208,False
2011-11-28,10,7955,21,86,107,False
2011-11-28,11,7956,11,107,118,False
2011-11-28,12,7957,13,165,178,False
2011-11-28,13,7958,25,137,162,False
2011-11-28,14,7959,14,129,143,False
2011-11-28,15,7960,18,132,150,False
2011-11-28,16,7961,24,240,264,False
2011-11-28,17,7962,24,444,468,False
2011-11-28,18,7963,20,396,416,False
2011-11-28,19,7964,4,260,264,False
2011-11-28,20,7965,12,206,218,False
2011-11-28,21,7966,4,152,156,False
2011-11-28,22,7967,7,102,109,False
2011-11-28,23,7968,5,41,46,False
2011-11-29,0,7969,4,18,22,False
2011-11-29,1,7970,1,16,17,False
2011-11-29,2,7971,0,5,5,False
2011-11-29,3,7972,0,2,2,False
2011-11-29,4,7973,1,5,6,False
2011-11-29,5,7974,1,21,22,False
2011-11-29,6,7975,1,88,89,False
2011-11-29,7,7976,12,330,342,False
2011-11-29,8,7977,9,440,449,False
2011-11-29,9,7978,5,197,202,False
2011-11-29,10,7979,2,34,36,False
2011-11-29,11,7980,1,10,11,False
2011-11-29,12,7981,1,17,18,False
2011-11-29,13,7982,0,22,22,False
2011-11-29,14,7983,1,35,36,False
2011-11-29,15,7984,5,60,65,False
2011-11-29,16,7985,5,146,151,False
2011-11-29,17,7986,8,346,354,False
2011-11-29,18,7987,11,347,358,False
2011-11-29,19,7988,6,244,250,False
2011-11-29,20,7989,8,176,184,False
2011-11-29,21,7990,9,116,125,False
2011-11-29,22,7991,5,90,95,False
2011-11-29,23,7992,0,53,53,False
2011-11-30,0,7993,1,23,24,False
2011-11-30,1,7994,0,8,8,False
2011-11-30,2,7995,0,5,5,False
2011-11-30,3,7996,0,1,1,False
2011-11-30,4,7997,0,5,5,False
2011-11-30,5,7998,1,21,22,False
2011-11-30,6,7999,3,100,103,False
2011-11-30,7,8000,9,276,285,False
2011-11-30,8,8001,13,465,478,False
2011-11-30,9,8002,7,186,193,False
2011-11-30,10,8003,15,95,110,False
2011-11-30,11,8004,10,112,122,False
2011-11-30,12,8005,12,148,160,False
2011-11-30,13,8006,16,131,147,False
2011-11-30,14,8007,13,99,112,False
2011-11-30,15,8008,11,104,115,False
2011-11-30,16,8009,27,199,226,False
2011-11-30,17,8010,15,365,380,False
2011-11-30,18,8011,7,369,376,False
2011-11-30,19,8012,6,273,279,False
2011-11-30,20,8013,6,184,190,False
2011-11-30,21,8014,7,128,135,False
2011-11-30,22,8015,5,82,87,False
2011-11-30,23,8016,4,46,50,False
2011-12-01,0,8017,1,19,20,False
2011-12-01,1,8018,1,9,10,False
2011-12-01,2,8019,1,8,9,False
2011-12-01,3,8020,1,6,7,False
2011-12-01,4,8021,0,1,1,False
2011-12-01,5,8022,1,23,24,False
2011-12-01,6,8023,5,92,97,False
2011-12-01,7,8024,11,265,276,False
2011-12-01,8,8025,15,462,477,False
2011-12-01,9,8026,9,215,224,False
2011-12-01,10,8027,7,86,93,False
2011-12-01,11,8028,7,95,102,False
2011-12-01,12,8029,9,139,148,False
2011-12-01,13,8030,17,137,154,False
2011-12-01,14,8031,20,130,150,False
2011-12-01,15,8032,10,144,154,False
2011-12-01,16,8033,9,192,201,False
2011-12-01,17,8034,9,409,418,False
2011-12-01,18,8035,12,393,405,False
2011-12-01,19,8036,9,219,228,False
2011-12-01,20,8037,12,178,190,False
2011-12-01,21,8038,8,154,162,False
2011-12-01,22,8039,5,99,104,False
2011-12-01,23,8040,3,70,73,False
2011-12-02,0,8041,6,32,38,False
2011-12-02,1,8042,1,14,15,False
2011-12-02,2,8043,0,10,10,False
2011-12-02,3,8044,0,1,1,False
2011-12-02,4,8045,0,3,3,False
2011-12-02,5,8046,0,23,23,False
2011-12-02,6,8047,3,84,87,False
2011-12-02,7,8048,6,199,205,False
2011-12-02,8,8049,13,432,445,False
2011-12-02,9,8050,12,234,246,False
2011-12-02,10,8051,16,89,105,False
2011-12-02,11,8052,18,142,160,False
2011-12-02,12,8053,18,186,204,False
2011-12-02,13,8054,19,188,207,False
2011-12-02,14,8055,25,145,170,False
2011-12-02,15,8056,24,175,199,False
2011-12-02,16,8057,22,254,276,False
2011-12-02,17,8058,20,391,411,False
2011-12-02,18,8059,10,362,372,False
2011-12-02,19,8060,13,252,265,False
2011-12-02,20,8061,12,178,190,False
2011-12-02,21,8062,9,102,111,False
2011-12-02,22,8063,7,95,102,False
2011-12-02,23,8064,14,81,95,False
2011-12-03,0,8065,10,65,75,False
2011-12-03,1,8066,9,62,71,False
2011-12-03,2,8067,9,41,50,False
2011-12-03,3,8068,4,5,9,False
2011-12-03,4,8069,1,7,8,False
2011-12-03,5,8070,0,6,6,False
2011-12-03,6,8071,1,10,11,False
2011-12-03,7,8072,2,24,26,False
2011-12-03,8,8073,1,62,63,False
2011-12-03,9,8074,25,99,124,False
2011-12-03,10,8075,22,173,195,False
2011-12-03,11,8076,48,227,275,False
2011-12-03,12,8077,78,280,358,False
2011-12-03,13,8078,70,222,292,False
2011-12-03,14,8079,92,251,343,False
2011-12-03,15,8080,100,237,337,False
2011-12-03,16,8081,75,230,305,False
2011-12-03,17,8082,46,186,232,False
2011-12-03,18,8083,31,193,224,False
2011-12-03,19,8084,31,144,175,False
2011-12-03,20,8085,17,110,127,False
2011-12-03,21,8086,5,104,109,False
2011-12-03,22,8087,17,97,114,False
2011-12-03,23,8088,12,73,85,False
2011-12-04,0,8089,19,64,83,False
2011-12-04,1,8090,20,54,74,False
2011-12-04,2,8091,11,51,62,False
2011-12-04,3,8092,7,34,41,False
2011-12-04,4,8093,2,9,11,False
2011-12-04,5,8094,2,2,4,False
2011-12-04,6,8095,1,3,4,False
2011-12-04,7,8096,3,23,26,False
2011-12-04,8,8097,7,48,55,False
2011-12-04,9,8098,12,114,126,False
2011-12-04,10,8099,36,180,216,False
2011-12-04,11,8100,48,206,254,False
2011-12-04,12,8101,82,247,329,False
2011-12-04,13,8102,88,269,357,False
2011-12-04,14,8103,77,246,323,False
2011-12-04,15,8104,69,227,296,False
2011-12-04,16,8105,64,266,330,False
2011-12-04,17,8106,38,207,245,False
2011-12-04,18,8107,10,161,171,False
2011-12-04,19,8108,15,158,173,False
2011-12-04,20,8109,8,116,124,False
2011-12-04,21,8110,7,65,72,False
2011-12-04,22,8111,5,59,64,False
2011-12-04,23,8112,3,42,45,False
2011-12-05,0,8113,3,21,24,False
2011-12-05,1,8114,2,10,12,False
2011-12-05,2,8115,0,8,8,False
2011-12-05,3,8116,0,2,2,False
2011-12-05,4,8117,0,7,7,False
2011-12-05,5,8118,1,24,25,False
2011-12-05,6,8119,1,89,90,False
2011-12-05,7,8120,9,274,283,False
2011-12-05,8,8121,12,392,404,False
2011-12-05,9,8122,12,178,190,False
2011-12-05,10,8123,9,78,87,False
2011-12-05,11,8124,17,106,123,False
2011-12-05,12,8125,29,125,154,False
2011-12-05,13,8126,18,153,171,False
2011-12-05,14,8127,7,126,133,False
2011-12-05,15,8128,16,132,148,False
2011-12-05,16,8129,10,238,248,False
2011-12-05,17,8130,16,430,446,False
2011-12-05,18,8131,13,386,399,False
2011-12-05,19,8132,13,295,308,False
2011-12-05,20,8133,15,190,205,False
2011-12-05,21,8134,10,166,176,False
2011-12-05,22,8135,12,94,106,False
2011-12-05,23,8136,8,54,62,False
2011-12-06,0,8137,3,25,28,False
2011-12-06,1,8138,2,14,16,False
2011-12-06,2,8139,0,3,3,False
2011-12-06,3,8140,0,3,3,False
2011-12-06,4,8141,0,7,7,False
2011-12-06,5,8142,0,20,20,False
2011-12-06,6,8143,5,81,86,False
2011-12-06,7,8144,7,227,234,False
2011-12-06,8,8145,13,401,414,False
2011-12-06,9,8146,4,200,204,False
2011-12-06,10,8147,6,44,50,False
2011-12-06,11,8148,4,28,32,False
2011-12-06,12,8149,5,50,55,False
2011-12-06,13,8150,6,65,71,False
2011-12-06,14,8151,6,69,75,False
2011-12-06,15,8152,2,43,45,False
2011-12-06,16,8153,4,84,88,False
2011-12-06,17,8154,13,249,262,False
2011-12-06,18,8155,17,287,304,False
2011-12-06,19,8156,10,223,233,False
2011-12-06,20,8157,3,107,110,False
2011-12-06,21,8158,6,108,114,False
2011-12-06,22,8159,5,82,87,False
2011-12-06,23,8160,5,48,53,False
2011-12-07,0,8161,3,30,33,False
2011-12-07,1,8162,4,9,13,False
2011-12-07,2,8163,2,4,6,False
2011-12-07,3,8164,0,3,3,False
2011-12-07,4,8165,0,1,1,False
2011-12-07,5,8166,0,3,3,False
2011-12-07,6,8167,0,18,18,False
2011-12-07,7,8168,3,43,46,False
2011-12-07,8,8169,6,80,86,False
2011-12-07,9,8170,0,64,64,False
2011-12-07,10,8171,1,32,33,False
2011-12-07,11,8172,3,47,50,False
2011-12-07,12,8173,4,29,33,False
2011-12-07,13,8174,5,28,33,False
2011-12-07,14,8175,1,24,25,False
2011-12-07,15,8176,5,25,30,False
2011-12-07,16,8177,3,28,31,False
2011-12-07,17,8178,4,48,52,False
2011-12-07,18,8179,3,48,51,False
2011-12-07,19,8180,2,31,33,False
2011-12-07,20,8181,1,25,26,False
2011-12-07,21,8182,0,6,6,False
2011-12-07,22,8183,0,13,13,False
2011-12-07,23,8184,0,16,16,False
2011-12-08,0,8185,0,21,21,False
2011-12-08,1,8186,1,6,7,False
2011-12-08,2,8187,0,4,4,False
2011-12-08,3,8188,0,1,1,False
2011-12-08,4,8189,0,2,2,False
2011-12-08,5,8190,0,12,12,False
2011-12-08,6,8191,0,71,71,False
2011-12-08,7,8192,11,233,244,False
2011-12-08,8,8193,11,418,429,False
2011-12-08,9,8194,7,218,225,False
2011-12-08,10,8195,1,109,110,False
2011-12-08,11,8196,6,100,106,False
2011-12-08,12,8197,8,148,156,False
2011-12-08,13,8198,9,115,124,False
2011-12-08,14,8199,16,121,137,False
2011-12-08,15,8200,19,98,117,False
2011-12-08,16,8201,7,201,208,False
2011-12-08,17,8202,10,321,331,False
2011-12-08,18,8203,12,306,318,False
2011-12-08,19,8204,12,220,232,False
2011-12-08,20,8205,5,170,175,False
2011-12-08,21,8206,4,135,139,False
2011-12-08,22,8207,8,84,92,False
2011-12-08,23,8208,3,58,61,False
2011-12-09,0,8209,8,26,34,False
2011-12-09,1,8210,2,12,14,False
2011-12-09,2,8211,2,10,12,False
2011-12-09,3,8212,1,5,6,False
2011-12-09,4,8213,1,1,2,False
2011-12-09,5,8214,0,20,20,False
2011-12-09,6,8215,1,62,63,False
2011-12-09,7,8216,4,195,199,False
2011-12-09,8,8217,7,378,385,False
2011-12-09,9,8218,8,256,264,False
2011-12-09,10,8219,11,115,126,False
2011-12-09,11,8220,15,121,136,False
2011-12-09,12,8221,27,146,173,False
2011-12-09,13,8222,27,141,168,False
2011-12-09,14,8223,24,163,187,False
2011-12-09,15,8224,29,160,189,False
2011-12-09,16,8225,24,226,250,False
2011-12-09,17,8226,10,352,362,False
2011-12-09,18,8227,10,308,318,False
2011-12-09,19,8228,10,189,199,False
2011-12-09,20,8229,10,140,150,False
2011-12-09,21,8230,9,131,140,False
2011-12-09,22,8231,15,114,129,False
2011-12-09,23,8232,6,88,94,False
2011-12-10,0,8233,11,66,77,False
2011-12-10,1,8234,11,55,66,False
2011-12-10,2,8235,12,48,60,False
2011-12-10,3,8236,5,20,25,False
2011-12-10,4,8237,0,3,3,False
2011-12-10,5,8238,0,6,6,False
2011-12-10,6,8239,1,10,11,False
2011-12-10,7,8240,0,11,11,False
2011-12-10,8,8241,5,68,73,False
2011-12-10,9,8242,15,134,149,False
2011-12-10,10,8243,31,161,192,False
2011-12-10,11,8244,44,192,236,False
2011-12-10,12,8245,48,235,283,False
2011-12-10,13,8246,47,239,286,False
2011-12-10,14,8247,51,242,293,False
2011-12-10,15,8248,60,239,299,False
2011-12-10,16,8249,58,183,241,False
2011-12-10,17,8250,34,151,185,False
2011-12-10,18,8251,28,144,172,False
2011-12-10,19,8252,15,139,154,False
2011-12-10,20,8253,10,114,124,False
2011-12-10,21,8254,4,79,83,False
2011-12-10,22,8255,7,88,95,False
2011-12-10,23,8256,5,61,66,False
2011-12-11,0,8257,5,69,74,False
2011-12-11,1,8258,8,54,62,False
2011-12-11,2,8259,5,47,52,False
2011-12-11,3,8260,2,17,19,False
2011-12-11,4,8261,0,5,5,False
2011-12-11,5,8262,0,6,6,False
2011-12-11,6,8263,0,10,10,False
2011-12-11,7,8264,1,30,31,False
2011-12-11,8,8265,4,68,72,False
2011-12-11,9,8266,19,88,107,False
2011-12-11,10,8267,30,164,194,False
2011-12-11,11,8268,31,166,197,False
2011-12-11,12,8269,42,246,288,False
2011-12-11,13,8270,44,224,268,False
2011-12-11,14,8271,44,198,242,False
2011-12-11,15,8272,47,219,266,False
2011-12-11,16,8273,32,174,206,False
2011-12-11,17,8274,13,150,163,False
2011-12-11,18,8275,12,151,163,False
2011-12-11,19,8276,7,98,105,False
2011-12-11,20,8277,10,62,72,False
2011-12-11,21,8278,10,53,63,False
2011-12-11,22,8279,7,36,43,False
2011-12-11,23,8280,4,31,35,False
2011-12-12,0,8281,4,16,20,False
2011-12-12,1,8282,0,9,9,False
2011-12-12,2,8283,0,4,4,False
2011-12-12,3,8284,0,2,2,False
2011-12-12,4,8285,0,3,3,False
2011-12-12,5,8286,0,21,21,False
2011-12-12,6,8287,1,63,64,False
2011-12-12,7,8288,4,231,235,False
2011-12-12,8,8289,7,378,385,False
2011-12-12,9,8290,12,208,220,False
2011-12-12,10,8291,14,91,105,False
2011-12-12,11,8292,15,100,115,False
2011-12-12,12,8293,7,138,145,False
2011-12-12,13,8294,13,153,166,False
2011-12-12,14,8295,16,95,111,False
2011-12-12,15,8296,8,124,132,False
2011-12-12,16,8297,5,209,214,False
2011-12-12,17,8298,7,352,359,False
2011-12-12,18,8299,8,349,357,False
2011-12-12,19,8300,9,232,241,False
2011-12-12,20,8301,8,157,165,False
2011-12-12,21,8302,2,119,121,False
2011-12-12,22,8303,0,71,71,False
2011-12-12,23,8304,3,42,45,False
2011-12-13,0,8305,1,16,17,False
2011-12-13,1,8306,0,4,4,False
2011-12-13,2,8307,1,1,2,False
2011-12-13,3,8308,0,3,3,False
2011-12-13,4,8309,0,4,4,False
2011-12-13,5,8310,0,20,20,False
2011-12-13,6,8311,0,92,92,False
2011-12-13,7,8312,2,221,223,False
2011-12-13,8,8313,9,391,400,False
2011-12-13,9,8314,10,223,233,False
2011-12-13,10,8315,3,99,102,False
2011-12-13,11,8316,9,115,124,False
2011-12-13,12,8317,20,147,167,False
2011-12-13,13,8318,7,120,127,False
2011-12-13,14,8319,18,116,134,False
2011-12-13,15,8320,7,144,151,False
2011-12-13,16,8321,13,194,207,False
2011-12-13,17,8322,17,381,398,False
2011-12-13,18,8323,12,370,382,False
2011-12-13,19,8324,5,262,267,False
2011-12-13,20,8325,7,154,161,False
2011-12-13,21,8326,5,134,139,False
2011-12-13,22,8327,5,102,107,False
2011-12-13,23,8328,4,55,59,False
2011-12-14,0,8329,0,22,22,False
2011-12-14,1,8330,0,8,8,False
2011-12-14,2,8331,0,2,2,False
2011-12-14,3,8332,0,3,3,False
2011-12-14,4,8333,0,4,4,False
2011-12-14,5,8334,0,26,26,False
2011-12-14,6,8335,0,87,87,False
2011-12-14,7,8336,4,243,247,False
2011-12-14,8,8337,9,458,467,False
2011-12-14,9,8338,9,230,239,False
2011-12-14,10,8339,9,133,142,False
2011-12-14,11,8340,12,103,115,False
2011-12-14,12,8341,6,138,144,False
2011-12-14,13,8342,14,119,133,False
2011-12-14,14,8343,17,134,151,False
2011-12-14,15,8344,24,143,167,False
2011-12-14,16,8345,12,233,245,False
2011-12-14,17,8346,19,377,396,False
2011-12-14,18,8347,11,379,390,False
2011-12-14,19,8348,9,259,268,False
2011-12-14,20,8349,6,169,175,False
2011-12-14,21,8350,9,145,154,False
2011-12-14,22,8351,5,99,104,False
2011-12-14,23,8352,3,48,51,False
2011-12-15,0,8353,5,45,50,False
2011-12-15,1,8354,5,15,20,False
2011-12-15,2,8355,2,5,7,False
2011-12-15,3,8356,1,2,3,False
2011-12-15,4,8357,0,6,6,False
2011-12-15,5,8358,0,24,24,False
2011-12-15,6,8359,2,90,92,False
2011-12-15,7,8360,6,252,258,False
2011-12-15,8,8361,8,449,457,False
2011-12-15,9,8362,6,274,280,False
2011-12-15,10,8363,4,105,109,False
2011-12-15,11,8364,9,126,135,False
2011-12-15,12,8365,17,140,157,False
2011-12-15,13,8366,14,150,164,False
2011-12-15,14,8367,8,124,132,False
2011-12-15,15,8368,6,76,82,False
2011-12-15,16,8369,7,124,131,False
2011-12-15,17,8370,14,310,324,False
2011-12-15,18,8371,14,363,377,False
2011-12-15,19,8372,13,274,287,False
2011-12-15,20,8373,12,209,221,False
2011-12-15,21,8374,10,145,155,False
2011-12-15,22,8375,8,116,124,False
2011-12-15,23,8376,10,104,114,False
2011-12-16,0,8377,12,60,72,False
2011-12-16,1,8378,3,28,31,False
2011-12-16,2,8379,0,23,23,False
2011-12-16,3,8380,2,3,5,False
2011-12-16,4,8381,1,4,5,False
2011-12-16,5,8382,0,26,26,False
2011-12-16,6,8383,2,80,82,False
2011-12-16,7,8384,5,226,231,False
2011-12-16,8,8385,10,449,459,False
2011-12-16,9,8386,8,235,243,False
2011-12-16,10,8387,10,122,132,False
2011-12-16,11,8388,9,135,144,False
2011-12-16,12,8389,10,163,173,False
2011-12-16,13,8390,12,125,137,False
2011-12-16,14,8391,13,115,128,False
2011-12-16,15,8392,12,141,153,False
2011-12-16,16,8393,12,212,224,False
2011-12-16,17,8394,13,352,365,False
2011-12-16,18,8395,10,285,295,False
2011-12-16,19,8396,11,203,214,False
2011-12-16,20,8397,6,146,152,False
2011-12-16,21,8398,7,95,102,False
2011-12-16,22,8399,6,100,106,False
2011-12-16,23,8400,4,71,75,False
2011-12-17,0,8401,3,59,62,False
2011-12-17,1,8402,4,39,43,False
2011-12-17,2,8403,11,47,58,False
2011-12-17,3,8404,4,22,26,False
2011-12-17,4,8405,0,9,9,False
2011-12-17,5,8406,2,7,9,False
2011-12-17,6,8407,0,17,17,False
2011-12-17,7,8408,0,20,20,False
2011-12-17,8,8409,4,55,59,False
2011-12-17,9,8410,5,95,100,False
2011-12-17,10,8411,10,171,181,False
2011-12-17,11,8412,21,188,209,False
2011-12-17,12,8413,28,216,244,False
2011-12-17,13,8414,32,204,236,False
2011-12-17,14,8415,30,207,237,False
2011-12-17,15,8416,33,195,228,False
2011-12-17,16,8417,30,192,222,False
2011-12-17,17,8418,12,153,165,False
2011-12-17,18,8419,7,150,157,False
2011-12-17,19,8420,11,95,106,False
2011-12-17,20,8421,7,99,106,False
2011-12-17,21,8422,8,88,96,False
2011-12-17,22,8423,7,73,80,False
2011-12-17,23,8424,6,63,69,False
2011-12-18,0,8425,7,64,71,False
2011-12-18,1,8426,3,43,46,False
2011-12-18,2,8427,2,39,41,False
2011-12-18,3,8428,2,16,18,False
2011-12-18,4,8429,0,1,1,False
2011-12-18,5,8430,1,4,5,False
2011-12-18,6,8431,0,3,3,False
2011-12-18,7,8432,1,11,12,False
2011-12-18,8,8433,1,31,32,False
2011-12-18,9,8434,6,75,81,False
2011-12-18,10,8435,7,122,129,False
2011-12-18,11,8436,20,168,188,False
2011-12-18,12,8437,26,202,228,False
2011-12-18,13,8438,18,210,228,False
2011-12-18,14,8439,19,200,219,False
2011-12-18,15,8440,23,184,207,False
2011-12-18,16,8441,27,207,234,False
2011-12-18,17,8442,10,126,136,False
2011-12-18,18,8443,15,123,138,False
2011-12-18,19,8444,5,130,135,False
2011-12-18,20,8445,10,94,104,False
2011-12-18,21,8446,9,80,89,False
2011-12-18,22,8447,2,47,49,False
2011-12-18,23,8448,6,31,37,False
2011-12-19,0,8449,3,14,17,False
2011-12-19,1,8450,3,8,11,False
2011-12-19,2,8451,0,3,3,False
2011-12-19,3,8452,0,3,3,False
2011-12-19,4,8453,0,4,4,False
2011-12-19,5,8454,0,21,21,False
2011-12-19,6,8455,0,68,68,False
2011-12-19,7,8456,4,187,191,False
2011-12-19,8,8457,8,389,397,False
2011-12-19,9,8458,17,166,183,False
2011-12-19,10,8459,12,96,108,False
2011-12-19,11,8460,22,105,127,False
2011-12-19,12,8461,13,128,141,False
2011-12-19,13,8462,15,127,142,False
2011-12-19,14,8463,30,107,137,False
2011-12-19,15,8464,24,135,159,False
2011-12-19,16,8465,19,189,208,False
2011-12-19,17,8466,16,362,378,False
2011-12-19,18,8467,11,343,354,False
2011-12-19,19,8468,17,234,251,False
2011-12-19,20,8469,9,197,206,False
2011-12-19,21,8470,15,112,127,False
2011-12-19,22,8471,12,95,107,False
2011-12-19,23,8472,10,50,60,False
2011-12-20,0,8473,0,21,21,False
2011-12-20,1,8474,0,6,6,False
2011-12-20,2,8475,1,10,11,False
2011-12-20,3,8476,1,1,2,False
2011-12-20,4,8477,0,4,4,False
2011-12-20,5,8478,0,15,15,False
2011-12-20,6,8479,1,71,72,False
2011-12-20,7,8480,7,261,268,False
2011-12-20,8,8481,10,422,432,False
2011-12-20,9,8482,14,245,259,False
2011-12-20,10,8483,20,109,129,False
2011-12-20,11,8484,13,116,129,False
2011-12-20,12,8485,16,159,175,False
2011-12-20,13,8486,18,163,181,False
2011-12-20,14,8487,11,127,138,False
2011-12-20,15,8488,15,139,154,False
2011-12-20,16,8489,20,218,238,False
2011-12-20,17,8490,14,417,431,False
2011-12-20,18,8491,26,385,411,False
2011-12-20,19,8492,6,218,224,False
2011-12-20,20,8493,3,144,147,False
2011-12-20,21,8494,4,139,143,False
2011-12-20,22,8495,3,104,107,False
2011-12-20,23,8496,13,40,53,False
2011-12-21,0,8497,7,18,25,False
2011-12-21,1,8498,1,10,11,False
2011-12-21,2,8499,0,4,4,False
2011-12-21,3,8500,0,2,2,False
2011-12-21,4,8501,0,2,2,False
2011-12-21,5,8502,0,28,28,False
2011-12-21,6,8503,1,75,76,False
2011-12-21,7,8504,5,224,229,False
2011-12-21,8,8505,12,393,405,False
2011-12-21,9,8506,14,220,234,False
2011-12-21,10,8507,6,83,89,False
2011-12-21,11,8508,3,53,56,False
2011-12-21,12,8509,3,58,61,False
2011-12-21,13,8510,3,55,58,False
2011-12-21,14,8511,11,40,51,False
2011-12-21,15,8512,4,57,61,False
2011-12-21,16,8513,6,95,101,False
2011-12-21,17,8514,3,226,229,False
2011-12-21,18,8515,2,278,280,False
2011-12-21,19,8516,9,200,209,False
2011-12-21,20,8517,5,162,167,False
2011-12-21,21,8518,9,114,123,False
2011-12-21,22,8519,3,102,105,False
2011-12-21,23,8520,0,54,54,False
2011-12-22,0,8521,3,24,27,False
2011-12-22,1,8522,0,15,15,False
2011-12-22,2,8523,1,10,11,False
2011-12-22,3,8524,0,6,6,False
2011-12-22,4,8525,0,3,3,False
2011-12-22,5,8526,1,15,16,False
2011-12-22,6,8527,1,63,64,False
2011-12-22,7,8528,4,182,186,False
2011-12-22,8,8529,10,333,343,False
2011-12-22,9,8530,10,218,228,False
2011-12-22,10,8531,13,128,141,False
2011-12-22,11,8532,10,135,145,False
2011-12-22,12,8533,22,180,202,False
2011-12-22,13,8534,21,167,188,False
2011-12-22,14,8535,23,136,159,False
2011-12-22,15,8536,28,186,214,False
2011-12-22,16,8537,30,226,256,False
2011-12-22,17,8538,24,332,356,False
